,name,alias,data_collection,enrich_name,enrich_field_name,description,vintage,units
8004,MP12033h_I,2024 Index: HH Used Cold Breakfast Cereal/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12033h_I,GroceryAlcoholicBeverages_MP12033h_I,2024 HH Used Cold Breakfast Cereal Last 6 Mo: Index,2024,count
8005,MP12034h_B,2024 HH Used Hot Breakfast Cereal/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12034h_B,GroceryAlcoholicBeverages_MP12034h_B,2024 HH Used Hot Breakfast Cereal Last 6 Mo,2024,count
8006,MP12034h_I,2024 Index: HH Used Hot Breakfast Cereal/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12034h_I,GroceryAlcoholicBeverages_MP12034h_I,2024 HH Used Hot Breakfast Cereal Last 6 Mo: Index,2024,count
8007,MP12035h_B,2024 HH Used Breakfast/Cereal/Granola Bars/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12035h_B,GroceryAlcoholicBeverages_MP12035h_B,2024 HH Used Breakfast or Cereal or Granola Bars Last 6 Mo,2024,count
8008,MP12035h_I,2024 Index: HH Used Breakfast/Cereal/Granola Bars/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12035h_I,GroceryAlcoholicBeverages_MP12035h_I,2024 HH Used Breakfast or Cereal or Granola Bars Last 6 Mo: Index,2024,count
8009,MP12046h_B,2024 HH Used Canned or Jarred Fruit/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12046h_B,GroceryAlcoholicBeverages_MP12046h_B,2024 HH Used Canned or Jarred Fruit Last 6 Mo,2024,count
8010,MP12046h_I,2024 Index: HH Used Canned or Jarred Fruit/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12046h_I,GroceryAlcoholicBeverages_MP12046h_I,2024 HH Used Canned or Jarred Fruit Last 6 Mo: Index,2024,count
8011,MP12047h_B,2024 HH Used Canned or Jarred Soup or Broth/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12047h_B,GroceryAlcoholicBeverages_MP12047h_B,2024 HH Used Canned or Jarred Soup or Broth Last 6 Mo,2024,count
8012,MP12047h_I,2024 Index: HH Used Canned or Jarred Soup or Broth/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12047h_I,GroceryAlcoholicBeverages_MP12047h_I,2024 HH Used Canned or Jarred Soup or Broth Last 6 Mo: Index,2024,count
8013,MP12049h_B,2024 HH Used Canned or Jarred Vegetables/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12049h_B,GroceryAlcoholicBeverages_MP12049h_B,2024 HH Used Canned or Jarred Vegetables Last 6 Mo,2024,count
8014,MP12049h_I,2024 Index: HH Used Canned or Jarred Vegetables/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12049h_I,GroceryAlcoholicBeverages_MP12049h_I,2024 HH Used Canned or Jarred Vegetables Last 6 Mo: Index,2024,count
8015,MP12052h_B,2024 HH Used Canned Tuna/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12052h_B,GroceryAlcoholicBeverages_MP12052h_B,2024 HH Used Canned Tuna Last 6 Mo,2024,count
8016,MP12052h_I,2024 Index: HH Used Canned Tuna/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12052h_I,GroceryAlcoholicBeverages_MP12052h_I,2024 HH Used Canned Tuna Last 6 Mo: Index,2024,count
8017,MP12053h_B,2024 HH Used Cheese (Amer Pasteurized Processed)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12053h_B,GroceryAlcoholicBeverages_MP12053h_B,2024 HH Used Cheese (Amer Pasteurized Processed) Last 6 Mo,2024,count
8018,MP12053h_I,2024 Index: HH Used Cheese (Amer Pasteurized Processed)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12053h_I,GroceryAlcoholicBeverages_MP12053h_I,2024 HH Used Cheese (Amer Pasteurized Processed) Last 6 Mo: Index,2024,count
8019,MP12055h_B,2024 HH Used Cheese (Natural or Imported)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12055h_B,GroceryAlcoholicBeverages_MP12055h_B,2024 HH Used Cheese (Natural or Imported) Last 6 Mo,2024,count
8020,MP12055h_I,2024 Index: HH Used Cheese (Natural or Imported)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12055h_I,GroceryAlcoholicBeverages_MP12055h_I,2024 HH Used Cheese (Natural or Imported) Last 6 Mo: Index,2024,count
8021,MP12060h_B,2024 HH Used Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12060h_B,GroceryAlcoholicBeverages_MP12060h_B,2024 HH Used Ground Coffee Last 6 Mo,2024,count
8022,MP12060h_I,2024 Index: HH Used Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12060h_I,GroceryAlcoholicBeverages_MP12060h_I,2024 HH Used Ground Coffee Last 6 Mo: Index,2024,count
8023,MP12061h_B,2024 HH Used Flavored Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12061h_B,GroceryAlcoholicBeverages_MP12061h_B,2024 HH Used Flavored Ground Coffee Last 6 Mo,2024,count
8024,MP12061h_I,2024 Index: HH Used Flavored Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12061h_I,GroceryAlcoholicBeverages_MP12061h_I,2024 HH Used Flavored Ground Coffee Last 6 Mo: Index,2024,count
8025,MP12062h_B,2024 HH Used Unflavored Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12062h_B,GroceryAlcoholicBeverages_MP12062h_B,2024 HH Used Unflavored Ground Coffee Last 6 Mo,2024,count
8026,MP12062h_I,2024 Index: HH Used Unflavored Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12062h_I,GroceryAlcoholicBeverages_MP12062h_I,2024 HH Used Unflavored Ground Coffee Last 6 Mo: Index,2024,count
8027,MP12063h_B,2024 HH Used Decaffeinated Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12063h_B,GroceryAlcoholicBeverages_MP12063h_B,2024 HH Used Decaffeinated Ground Coffee Last 6 Mo,2024,count
8028,MP12063h_I,2024 Index: HH Used Decaffeinated Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12063h_I,GroceryAlcoholicBeverages_MP12063h_I,2024 HH Used Decaffeinated Ground Coffee Last 6 Mo: Index,2024,count
8029,MP12202h_B,2024 HH Used Dunkin` Donuts Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12202h_B,GroceryAlcoholicBeverages_MP12202h_B,2024 HH Used Dunkin` Donuts Ground Coffee Last 6 Mo,2024,count
8030,MP12202h_I,2024 Index: HH Used Dunkin` Donuts Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12202h_I,GroceryAlcoholicBeverages_MP12202h_I,2024 HH Used Dunkin` Donuts Ground Coffee Last 6 Mo: Index,2024,count
8031,MP12064h_B,2024 HH Used Folgers Brkfst Blend Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12064h_B,GroceryAlcoholicBeverages_MP12064h_B,2024 HH Used Folgers Breakfast Blend Ground Coffee Last 6 Mo,2024,count
8032,MP12064h_I,2024 Index: HH Used Folgers Brkfst Blend Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12064h_I,GroceryAlcoholicBeverages_MP12064h_I,2024 HH Used Folgers Breakfast Blend Ground Coffee Last 6 Mo: Index,2024,count
8033,MP12065h_B,2024 HH Used Folgers Classic Roast Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12065h_B,GroceryAlcoholicBeverages_MP12065h_B,2024 HH Used Folgers Classic Roast Ground Coffee Last 6 Mo,2024,count
8034,MP12065h_I,2024 Index: HH Used Folgers Classic Roast Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12065h_I,GroceryAlcoholicBeverages_MP12065h_I,2024 HH Used Folgers Classic Roast Ground Coffee Last 6 Mo: Index,2024,count
8035,MP12066h_B,2024 HH Used Folgers 100% Colombian Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12066h_B,GroceryAlcoholicBeverages_MP12066h_B,2024 HH Used Folgers 100% Colombian Ground Coffee Last 6 Mo,2024,count
8036,MP12066h_I,2024 Index: HH Used Folgers 100% Colombian Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12066h_I,GroceryAlcoholicBeverages_MP12066h_I,2024 HH Used Folgers 100% Colombian Ground Coffee Last 6 Mo: Index,2024,count
8037,MP12067h_B,2024 HH Used Folgers French Roast Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12067h_B,GroceryAlcoholicBeverages_MP12067h_B,2024 HH Used Folgers French Roast Ground Coffee Last 6 Mo,2024,count
8038,MP12067h_I,2024 Index: HH Used Folgers French Roast Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12067h_I,GroceryAlcoholicBeverages_MP12067h_I,2024 HH Used Folgers French Roast Ground Coffee Last 6 Mo: Index,2024,count
8039,MP12068h_B,2024 HH Used Green Mountain Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12068h_B,GroceryAlcoholicBeverages_MP12068h_B,2024 HH Used Green Mountain Ground Coffee Last 6 Mo,2024,count
8040,MP12068h_I,2024 Index: HH Used Green Mountain Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12068h_I,GroceryAlcoholicBeverages_MP12068h_I,2024 HH Used Green Mountain Ground Coffee Last 6 Mo: Index,2024,count
8041,MP12069h_B,2024 HH Used Maxwell Hse Mstr Blend Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12069h_B,GroceryAlcoholicBeverages_MP12069h_B,2024 HH Used Maxwell House Master Blend Ground Coffee Last 6 Mo,2024,count
8042,MP12069h_I,2024 Index: HH Used Maxwell Hse Mstr Blend Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12069h_I,GroceryAlcoholicBeverages_MP12069h_I,2024 HH Used Maxwell House Master Blend Ground Coffee Last 6 Mo: Index,2024,count
8043,MP12070h_B,2024 HH Used Maxwell Hse Orig Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12070h_B,GroceryAlcoholicBeverages_MP12070h_B,2024 HH Used Maxwell House Original Ground Coffee Last 6 Mo,2024,count
8044,MP12070h_I,2024 Index: HH Used Maxwell Hse Orig Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12070h_I,GroceryAlcoholicBeverages_MP12070h_I,2024 HH Used Maxwell House Original Ground Coffee Last 6 Mo: Index,2024,count
8045,MP12071h_B,2024 HH Used Maxwell Hse Colombian Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12071h_B,GroceryAlcoholicBeverages_MP12071h_B,2024 HH Used Maxwell House Colombian Ground Coffee Last 6 Mo,2024,count
8046,MP12071h_I,2024 Index: HH Used Maxwell Hse Colombian Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12071h_I,GroceryAlcoholicBeverages_MP12071h_I,2024 HH Used Maxwell House Colombian Ground Coffee Last 6 Mo: Index,2024,count
8047,MP12072h_B,2024 HH Used Starbucks Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12072h_B,GroceryAlcoholicBeverages_MP12072h_B,2024 HH Used Starbucks Ground Coffee Last 6 Mo,2024,count
8048,MP12072h_I,2024 Index: HH Used Starbucks Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12072h_I,GroceryAlcoholicBeverages_MP12072h_I,2024 HH Used Starbucks Ground Coffee Last 6 Mo: Index,2024,count
8049,MP12203h_B,2024 HH Used Single Svc Pod/K-Cup Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12203h_B,GroceryAlcoholicBeverages_MP12203h_B,2024 HH Used Single Serve Pod/K-Cup Ground Coffee Last 6 Mo,2024,count
8050,MP12203h_I,2024 Index: HH Used Single Svc Pod/K-Cup Ground Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12203h_I,GroceryAlcoholicBeverages_MP12203h_I,2024 HH Used Single Serve Pod/K-Cup Ground Coffee Last 6 Mo: Index,2024,count
8051,MP12073h_B,2024 HH Used Flavored Instant Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12073h_B,GroceryAlcoholicBeverages_MP12073h_B,2024 HH Used Flavored Instant Coffee Last 6 Mo,2024,count
8052,MP12073h_I,2024 Index: HH Used Flavored Instant Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12073h_I,GroceryAlcoholicBeverages_MP12073h_I,2024 HH Used Flavored Instant Coffee Last 6 Mo: Index,2024,count
8053,MP12074h_B,2024 HH Used Instant or Freeze-Dried Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12074h_B,GroceryAlcoholicBeverages_MP12074h_B,2024 HH Used Instant or Freeze-Dried Coffee Last 6 Mo,2024,count
8054,MP12074h_I,2024 Index: HH Used Instant or Freeze-Dried Coffee/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12074h_I,GroceryAlcoholicBeverages_MP12074h_I,2024 HH Used Instant or Freeze-Dried Coffee Last 6 Mo: Index,2024,count
8055,MP12075h_B,2024 HH Used Whole Coffee Beans/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12075h_B,GroceryAlcoholicBeverages_MP12075h_B,2024 HH Used Whole Coffee Beans Last 6 Mo,2024,count
8056,MP12075h_I,2024 Index: HH Used Whole Coffee Beans/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12075h_I,GroceryAlcoholicBeverages_MP12075h_I,2024 HH Used Whole Coffee Beans Last 6 Mo: Index,2024,count
8057,MP12076h_B,2024 HH Used Starbucks Whole Coffee Beans/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12076h_B,GroceryAlcoholicBeverages_MP12076h_B,2024 HH Used Starbucks Whole Coffee Beans Last 6 Mo,2024,count
8058,MP12076h_I,2024 Index: HH Used Starbucks Whole Coffee Beans/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12076h_I,GroceryAlcoholicBeverages_MP12076h_I,2024 HH Used Starbucks Whole Coffee Beans Last 6 Mo: Index,2024,count
8059,MP12079h_B,2024 HH Used Cold Cuts/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12079h_B,GroceryAlcoholicBeverages_MP12079h_B,2024 HH Used Cold Cuts Last 6 Mo,2024,count
8060,MP12079h_I,2024 Index: HH Used Cold Cuts/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12079h_I,GroceryAlcoholicBeverages_MP12079h_I,2024 HH Used Cold Cuts Last 6 Mo: Index,2024,count
8061,MP12080h_B,2024 HH Used Cooked Ham/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12080h_B,GroceryAlcoholicBeverages_MP12080h_B,2024 HH Used Cooked Ham Last 6 Mo,2024,count
8062,MP12080h_I,2024 Index: HH Used Cooked Ham/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12080h_I,GroceryAlcoholicBeverages_MP12080h_I,2024 HH Used Cooked Ham Last 6 Mo: Index,2024,count
8063,MP12081h_B,2024 HH Used Cookies (Ready-to-Eat)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12081h_B,GroceryAlcoholicBeverages_MP12081h_B,2024 HH Used Cookies (Ready-to-Eat) Last 6 Mo,2024,count
8064,MP12081h_I,2024 Index: HH Used Cookies (Ready-to-Eat)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12081h_I,GroceryAlcoholicBeverages_MP12081h_I,2024 HH Used Cookies (Ready-to-Eat) Last 6 Mo: Index,2024,count
8065,MP12082h_B,2024 HH Used Corn/Tortilla/Oth Chips/Cheese Snacks/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12082h_B,GroceryAlcoholicBeverages_MP12082h_B,2024 HH Used Corn/Tortilla/Other Chips/Cheese Snacks Last 6 Mo,2024,count
8066,MP12082h_I,2024 Index: HH Used Corn/Tortilla/Oth Chips/Cheese Snacks/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12082h_I,GroceryAlcoholicBeverages_MP12082h_I,2024 HH Used Corn/Tortilla/Other Chips/Cheese Snacks Last 6 Mo: Index,2024,count
8067,MP12083h_B,2024 HH Used Cottage Cheese/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12083h_B,GroceryAlcoholicBeverages_MP12083h_B,2024 HH Used Cottage Cheese Last 6 Mo,2024,count
8068,MP12083h_I,2024 Index: HH Used Cottage Cheese/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12083h_I,GroceryAlcoholicBeverages_MP12083h_I,2024 HH Used Cottage Cheese Last 6 Mo: Index,2024,count
8069,MP12084h_B,2024 HH Used Crackers/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12084h_B,GroceryAlcoholicBeverages_MP12084h_B,2024 HH Used Crackers Last 6 Mo,2024,count
8070,MP12084h_I,2024 Index: HH Used Crackers/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12084h_I,GroceryAlcoholicBeverages_MP12084h_I,2024 HH Used Crackers Last 6 Mo: Index,2024,count
8071,MP12090h_B,2024 HH Used Donuts/Doughnuts (Ready-to-Eat)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12090h_B,GroceryAlcoholicBeverages_MP12090h_B,2024 HH Used Donuts/Doughnuts (Ready-to-Eat) Last 6 Mo,2024,count
8072,MP12090h_I,2024 Index: HH Used Donuts/Doughnuts (Ready-to-Eat)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12090h_I,GroceryAlcoholicBeverages_MP12090h_I,2024 HH Used Donuts/Doughnuts (Ready-to-Eat) Last 6 Mo: Index,2024,count
8073,MP12142h_B,2024 HH Used Muffins (Ready-to-Eat)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12142h_B,GroceryAlcoholicBeverages_MP12142h_B,2024 HH Used Muffins (Ready-to-Eat) Last 6 Mo,2024,count
8074,MP12142h_I,2024 Index: HH Used Muffins (Ready-to-Eat)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12142h_I,GroceryAlcoholicBeverages_MP12142h_I,2024 HH Used Muffins (Ready-to-Eat) Last 6 Mo: Index,2024,count
8075,MP12231h_B,2024 HH Used Snack Cakes/Sweet Rolls/Pastries/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12231h_B,GroceryAlcoholicBeverages_MP12231h_B,2024 HH Used Snack Cakes/Sweet Rolls/Pastries (Packaged) Last 6 Mo,2024,count
8076,MP12231h_I,2024 Index: HH Used Snack Cakes/Sweet Rolls/Pastries/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12231h_I,GroceryAlcoholicBeverages_MP12231h_I,2024 HH Used Snack Cakes/Sweet Rolls/Pastries (Packaged) Last 6 Mo: Index,2024,count
8077,MP12091h_B,2024 HH Used Dried Fruit/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12091h_B,GroceryAlcoholicBeverages_MP12091h_B,2024 HH Used Dried Fruit Last 6 Mo,2024,count
8078,MP12091h_I,2024 Index: HH Used Dried Fruit/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12091h_I,GroceryAlcoholicBeverages_MP12091h_I,2024 HH Used Dried Fruit Last 6 Mo: Index,2024,count
8079,MP12095h_B,2024 HH Used Eggs/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12095h_B,GroceryAlcoholicBeverages_MP12095h_B,2024 HH Used Eggs Last 6 Mo,2024,count
8080,MP12095h_I,2024 Index: HH Used Eggs/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12095h_I,GroceryAlcoholicBeverages_MP12095h_I,2024 HH Used Eggs Last 6 Mo: Index,2024,count
8081,MP12098h_B,2024 HH Used English Muffins/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12098h_B,GroceryAlcoholicBeverages_MP12098h_B,2024 HH Used English Muffins Last 6 Mo,2024,count
8082,MP12098h_I,2024 Index: HH Used English Muffins/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12098h_I,GroceryAlcoholicBeverages_MP12098h_I,2024 HH Used English Muffins Last 6 Mo: Index,2024,count
8083,MP12229h_B,2024 HH Used Beef (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12229h_B,GroceryAlcoholicBeverages_MP12229h_B,2024 HH Used Beef (Fresh or Frozen) Last 6 Mo,2024,count
8084,MP12229h_I,2024 Index: HH Used Beef (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12229h_I,GroceryAlcoholicBeverages_MP12229h_I,2024 HH Used Beef (Fresh or Frozen) Last 6 Mo: Index,2024,count
8085,MP12200h_B,2024 HH Used Chicken (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12200h_B,GroceryAlcoholicBeverages_MP12200h_B,2024 HH Used Chicken (Fresh or Frozen) Last 6 Mo,2024,count
8086,MP12200h_I,2024 Index: HH Used Chicken (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12200h_I,GroceryAlcoholicBeverages_MP12200h_I,2024 HH Used Chicken (Fresh or Frozen) Last 6 Mo: Index,2024,count
8087,MP12101h_B,2024 HH Used Fish or Seafood (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12101h_B,GroceryAlcoholicBeverages_MP12101h_B,2024 HH Used Fish or Seafood (Fresh or Frozen) Last 6 Mo,2024,count
8088,MP12101h_I,2024 Index: HH Used Fish or Seafood (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12101h_I,GroceryAlcoholicBeverages_MP12101h_I,2024 HH Used Fish or Seafood (Fresh or Frozen) Last 6 Mo: Index,2024,count
8089,MP12230h_B,2024 HH Used Pork (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12230h_B,GroceryAlcoholicBeverages_MP12230h_B,2024 HH Used Pork (Fresh or Frozen) Last 6 Mo,2024,count
8090,MP12230h_I,2024 Index: HH Used Pork (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12230h_I,GroceryAlcoholicBeverages_MP12230h_I,2024 HH Used Pork (Fresh or Frozen) Last 6 Mo: Index,2024,count
8091,MP12201h_B,2024 HH Used Turkey (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12201h_B,GroceryAlcoholicBeverages_MP12201h_B,2024 HH Used Turkey (Fresh or Frozen) Last 6 Mo,2024,count
8092,MP12201h_I,2024 Index: HH Used Turkey (Fresh or Frozen)/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12201h_I,GroceryAlcoholicBeverages_MP12201h_I,2024 HH Used Turkey (Fresh or Frozen) Last 6 Mo: Index,2024,count
8093,MP12103h_B,2024 HH Used Frankfurters or Hot Dogs/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12103h_B,GroceryAlcoholicBeverages_MP12103h_B,2024 HH Used Frankfurters or Hot Dogs Last 6 Mo,2024,count
8094,MP12103h_I,2024 Index: HH Used Frankfurters or Hot Dogs/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12103h_I,GroceryAlcoholicBeverages_MP12103h_I,2024 HH Used Frankfurters or Hot Dogs Last 6 Mo: Index,2024,count
8095,MP12104h_B,2024 HH Used Fresh Fruit or Vegetables/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12104h_B,GroceryAlcoholicBeverages_MP12104h_B,2024 HH Used Fresh Fruit or Vegetables Last 6 Mo,2024,count
8096,MP12104h_I,2024 Index: HH Used Fresh Fruit or Vegetables/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12104h_I,GroceryAlcoholicBeverages_MP12104h_I,2024 HH Used Fresh Fruit or Vegetables Last 6 Mo: Index,2024,count
8097,MP12238h_B,2024 HH Used Frozen Fruit or Vegetables/6 Mo,GroceryAlcoholicBeverages,GroceryAlcoholicBeverages.MP12238h_B,GroceryAlcoholicBeverages_MP12238h_B,2024 HH Used Frozen Fruit or Vegetables Last 6 Mo,2024,count
